,sample,ST_ID,Date_extracted,Batch,Volume_mL,Notes,PCR_name,Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Julian_Date,Julian_Day,Time.x,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,Ac_Line,Rpt_Sta,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility,mean_100_T,mean_100_Salinity,mean_100_O2,mean_100_O2_sat,mean_100_silicate,mean_100_PO4,mean_100_NO3,mean_100_NO2,mean_100_NH3,mean_100_CHLa,mean_100_Phaeo,mean_100_DIC1,mean_100_TA1,mean_100_LightP,mean_100_pH1,Month,round_Lat,round_Lon,Year,mean_sst,stdev_sst,n.x,satellite_date.x,Time.y,lon_min.x,lon_max.x,lat_min.x,lat_max.x,median_sst,mad_sst,lon.x,lat.x,two_month_sst,y.x,annual_sst,mean_chla,stdev_chla,n.y,satellite_date.y,Time,lon_min.y,lon_max.y,lat_min.y,lat_max.y,median_chla,mad_chla,lon.y,lat.y,two_month_chla,y.y,annual_chla
11,X2002_3_93.3_30,0204_93.3_30,6/26/19,5,125,full,Miu_1_a_23,29935,2002-03-28-C-31JD,200204,2.00E+13,9330300,20-0204JD-MX-088-0059-09330300,093.3 030.0,1,ST,-14.76,3/29/02,37344,88,12/30/1899 00:59:00,32.848333,32,50.9,N,-117.531666,-117,31.9,W,93.3,93.3,30,30,846,NA,NA,RV DAVID STARR JORDAN,31JD,MX,3,22,NA,93   30,3101,204,72.7,NA,,,,,NA,0,0,NA,24,4,1014.1,14.5,11.5,1,6,7,8,11.98,33.59077778,4.707777778,77.57777778,10.11111111,1.013333333,10.25555556,0.067777778,NA,0.704444444,0.388888889,NA,NA,NA,NA,3,32.8,-117.5,2002,16.03861111,0.102487707,36,2002-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.03,0.096369,-117.526666,32.848333,15.49625,y,17.5994213,0.406840686,0.089929459,36,2002-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.399150208,0.074543832,-117.526666,32.848333,0.435881338,y,0.309077445
12,X2002_3_93.3_60,0204_93.3_60,6/26/19,5,125,full,Miu_1_a_24,29941,2002-03-28-C-31JD,200204,2.00E+13,9330600,20-0204JD-MX-089-0347-09330600,093.3 060.0,1,ST,-134.33,3/30/02,37345,89,12/30/1899 03:47:00,31.846666,31,50.8,N,-119.571666,-119,34.3,W,93.3,93.3,60,60,1875,NA,NA,RV DAVID STARR JORDAN,31JD,MX,9,82,NA,93   60,3101,204,44.9,NA,,,,,NA,NA,NA,NA,29,12,1019.3,13,11.5,NA,NA,NA,NA,13.176,33.537,5.925,99.46,4.38,0.595,3.12,0.115,NA,0.435,0.166,NA,NA,NA,NA,3,31.8,-119.6,2002,13.78136364,0.324261732,22,2002-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,13.775,0.274281,-119.571666,31.848333,14.30040404,y,16.01387247,0.400016414,0.018829418,36,2002-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.399118587,0.020834716,-119.571666,31.848333,0.322319394,y,0.229528526
13,X2003_4_80_60,0304_80_60,6/26/19,6,125,normal,Miu_1_a_25,30259,2003-04-03-C-33RR,200304,2.00E+13,8000600,20-0304RR-PR-106-1756-08000600,080.0 060.0,2,ST,-37.4,4/16/03,37727,106,12/30/1899 17:56:00,34.155,34,9.3,N,-121.13,-121,7.8,W,80,80,60,59.7,2086,6,NA,RV ROGER REVELLE,33RR,PR,55,542,NA,80   60,3101,304,297,844.3,12/30/1899 12:03:00,12/30/1899 19:02:00,12/30/1899 12:05:00,12/30/1899 19:03:00,8,9,3,7,13,7,1017,13.3,12.3,1,8,2,8,10.92066667,33.49986667,5.002666667,80.46666667,14.17333333,1.330666667,14.15333333,0.243333333,NA,3.786,1.176,NA,NA,0.036,NA,4,34.2,-121.1,2003,12.74,0.135875196,30,2003-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,12.72,0.081543,-121.148333,34.151666,13.0285,y,14.77673793,1.449787883,0.246628047,30,2003-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,1.416970789,0.350831648,-121.148333,34.151666,1.062346106,y,0.849700522
14,X2003_4_86.7_50,0304_86.7_50,6/26/19,6,125,normal,Miu_1_a_26,30238,2003-04-03-C-33RR,200304,2.00E+13,8670500,20-0304RR-MX-101-1500-08670500,086.7 050.0,2,ST,-71.03,4/11/03,37722,101,12/30/1899 15:00:00,33.323333,33,19.4,N,-119.663333,-119,39.8,W,86.7,86.7,50,50,85,5,NA,RV ROGER REVELLE,33RR,MX,34,332,NA,87   50,3101,304,185.6,NA,,,,,NA,33,2,5,32,10,1016.9,12.7,12.1,1,7,5,8,11.02909091,33.47109091,4.858181818,78.14545455,13.33636364,1.319090909,14.42727273,0.240909091,NA,2.170909091,0.931818182,NA,NA,NA,NA,4,33.3,-119.7,2003,12.620625,0.119702252,32,2003-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,12.61,0.133434,-119.661666,33.325,12.98642361,y,14.92613777,1.020773104,0.105714993,36,2003-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,1.014168739,0.063143171,-119.661666,33.325,0.874164281,y,0.757943775
15,X2003_4_93.3_30,0304_93.3_30,6/26/19,6,125,normal,Miu_1_a_27,30312,2003-04-03-C-33RR,200304,2.00E+13,9330300,20-0304RR-MX-095-2021-09330300,093.3 030.0,2,ST,-14.8,4/24/03,37735,114,12/30/1899 20:21:00,32.846666,32,50.8,N,-117.531666,-117,31.9,W,93.3,93.3,30,30,856,NA,NA,RV ROGER REVELLE,33RR,MX,308,3072,NA,93   30,3101,304,60,NA,,,,,NA,32,3,6,30,11,1015.9,16.5,12.2,1,8,1,8,11.513,33.532,4.15,67.77,14.04,1.336,14.37,0.242,NA,0.641,0.47,NA,NA,NA,NA,4,32.8,-117.5,2003,15.40055556,0.148784493,36,2003-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,15.43,0.103782,-117.526666,32.848333,15.40680556,y,17.6044213,0.452764659,0.161679486,36,2003-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.362535506,0.047241548,-117.526666,32.848333,0.418532121,y,0.308964598
16,X2003_4_93.3_60,0304_93.3_60,6/26/19,6,125,normal,Miu_1_a_28,30301,2003-04-03-C-33RR,200304,2.00E+13,9330600,20-0304RR-MX-113-1702-09330600,093.3 060.0,2,ST,-134.33,4/23/03,37734,113,12/30/1899 17:02:00,31.846666,31,50.8,N,-119.571666,-119,34.3,W,93.3,93.3,60,60,1879,NA,NA,RV ROGER REVELLE,33RR,MX,297,2962,NA,93   60,3101,304,53.8,NA,,,,,NA,32,5,6,32,11,1017.4,14.9,12.1,1,6,6,8,12.21166667,33.35183333,5.035,83.26666667,9.216666667,1.036666667,9.958333333,0.15,NA,0.508333333,0.273333333,NA,NA,NA,NA,4,31.8,-119.6,2003,14.6975,0.111056614,36,2003-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.69,0.133434,-119.571666,31.848333,14.79597222,y,16.48171652,0.33498614,0.021816859,36,2003-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.342558622,0.023422605,-119.571666,31.848333,0.280141428,y,0.236310384
17,X2004_4_80_60,0404_80_60,6/27/19,7,125,low_normal,Miu_1_a_29,30558,2004-03-23-C-32NM,200404,2.00E+13,8000600,20-0404NM-MX-095-1205-08000600,080.0 060.0,2,ST,-38.46,4/4/04,38081,95,12/30/1899 12:05:00,34.153333,34,9.2,N,-121.153333,-121,9.2,W,80,80,60,60,2207,NA,NA,RV NEW HORIZON,32NM,MX,50,492,NA,80   60,3101,404,505.5,NA,,,,,NA,NA,NA,NA,33,11,1015,13,12,NA,NA,NA,NA,11.021,33.4987,4.751,76.41,14.04,1.311,15.4,0.19,NA,4.946,1.119,NA,NA,NA,NA,4,34.2,-121.1,2004,13.25166667,0.278085615,30,2004-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,13.305,0.303933,-121.148333,34.151666,13.16316667,y,14.51392019,1.16009568,0.170242716,30,2004-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,1.15391171,0.15411551,-121.148333,34.151666,1.11407179,y,0.912641618
18,X2004_3_86.7_50,0404_86.7_50,6/27/19,7,125,low_normal,Miu_1_a_30,30541,2004-03-23-C-32NM,200404,2.00E+13,8670500,20-0404NM-MX-090-1509-08670500,086.7 050.0,1,ST,-70.95,3/30/04,38076,90,12/30/1899 15:09:00,33.323333,33,19.4,N,-119.661666,-119,39.7,W,86.7,86.7,50,50,81,10,NA,RV NEW HORIZON,32NM,MX,33,322,NA,87   50,3101,404,51.1,NA,,,,,NA,31,5,5,31,17,1013.7,14,13.1,1,4,6,7,10.91375,33.466375,4.29375,69.2,15.125,1.25,15.075,0.09125,NA,0.54875,0.34625,NA,NA,NA,NA,3,33.3,-119.7,2004,13.733125,0.379910325,32,2004-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.82,0.244629,-119.661666,33.325,13.60674107,y,14.85485452,1.3810787,0.124294177,36,2004-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,1.384114981,0.122690044,-119.661666,33.325,1.083561062,y,0.931980022
19,X2004_3_93.3_30,0404_93.3_30,6/26/19,6,125,low,Miu_1_a_31,30511,2004-03-23-C-32NM,200404,2.00E+13,9330300,20-0404NM-MX-084-0148-09330300,093.3 030.0,1,ST,-14.8,3/24/04,38070,84,12/30/1899 01:48:00,32.846666,32,50.8,N,-117.531666,-117,31.9,W,93.3,93.3,30,30,854,NA,NA,RV NEW HORIZON,32NM,MX,3,22,NA,93   30,3101,404,47.1,NA,,,,,NA,28,3,6,28,5,1013.3,15.9,14.2,2,6,8,6,11.79444444,33.43288889,4.295555556,70.67777778,12.21111111,1.148888889,12.8,0.096666667,NA,0.484444444,0.298888889,NA,NA,NA,NA,3,32.8,-117.5,2004,17.05166667,0.280188712,36,2004-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,17.06,0.289107,-117.526666,32.848333,16.42402778,y,17.99115932,0.340900285,0.063192141,36,2004-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.324562863,0.036961793,-117.526666,32.848333,0.332672807,y,0.579413863
20,X2004_3_93.3_60,0404_93.3_60,6/26/19,6,125,low_normal,Miu_1_a_32,30517,2004-03-23-C-32NM,200404,2.00E+13,9330600,20-0404NM-MX-085-0221-09330600,093.3 060.0,1,ST,-134.47,3/25/04,38071,85,12/30/1899 02:21:00,31.846666,31,50.8,N,-119.575,-119,34.5,W,93.3,93.3,60,60,1902,NA,NA,RV NEW HORIZON,32NM,MX,9,82,NA,93   60,3101,404,36.1,NA,,,,,NA,32,8,8,32,18,1016.8,14.9,13.8,1,2,4,6,12.665,33.113,5.4475,90.56666667,5.608333333,0.71,5.825,0.088333333,NA,0.396666667,0.256666667,NA,NA,NA,NA,3,31.8,-119.6,2004,14.55722222,0.349935595,36,2004-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.485,0.407715,-119.571666,31.848333,14.4175,y,16.68267677,0.281780755,0.02634923,36,2004-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.292043656,0.023275955,-119.571666,31.848333,0.286932171,y,0.272263131
21,X2005_4_80_60,0504_80_60,6/27/19,7,125,low_normal,Miu_1_a_33,30809,2005-04-15-C-32NM,200504,2.01E+13,8000600,20-0504NM-PR-117-1841-08000600,080.0 060.0,2,ST,-38.743,4/27/05,38469,117,12/30/1899 18:41:00,34.146667,34,8.8,N,-121.15,-121,9,W,80,80,60,60,2180,11,NA,RV NEW HORIZON,32NM,PR,62,612,NA,80.0 60.0,3101,504,119,455.9,12/30/1899 12:05:00,12/30/1899 19:15:00,12/30/1899 12:02:00,12/30/1899 19:16:00,8,19,3,8,20,18,1015.1,14,13,6,6,8,5,11.75533333,33.33926667,5.419333333,88.38666667,8.573333333,0.982,8.353333333,0.124666667,NA,1.186,1.081333333,NA,NA,0.071428571,NA,4,34.2,-121.1,2005,13.289,0.552738324,30,2005-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,13.09,0.252042,-121.148333,34.151666,13.85366667,y,14.87336325,1.293640413,0.118640379,30,2005-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,1.322040021,0.083768163,-121.148333,34.151666,0.814465336,y,0.900005239
22,X2005_4_86.7_50,0504_86.7_50,6/27/19,7,125,low,Miu_1_a_34,30833,2005-04-15-C-32NM,200504,2.01E+13,8670500,20-0504NM-MX-116-1245-08670500,086.7 050.0,2,ST,-71.279,4/26/05,38468,116,12/30/1899 12:45:00,33.321667,33,19.3,N,-119.665,-119,39.9,W,86.7,86.7,50,50,84,NA,NA,RV NEW HORIZON,32NM,MX,53,522,NA,86.7 50.0,3101,504,102.4,NA,,,,,NA,NA,NA,NA,31,20,1014.7,13.4,12.1,NA,NA,NA,NA,13.09181818,33.17545455,5.774545455,96.68181818,3.436363636,0.571818182,3.072727273,0.048181818,NA,1.393636364,0.841818182,NA,NA,NA,NA,4,33.3,-119.7,2005,13.36361111,0.46143969,36,2005-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.265,0.511497,-119.661666,33.325,14.01621732,y,15.51651292,0.981352642,0.194577407,36,2005-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.978053123,0.22843866,-119.661666,33.325,0.685129378,y,0.707212256
