"cruise","ship","ship_code","order_occupied","tow_type","tow_number","net_location","time","end_time","latitude","longitude","line","station","standard_haul_factor","volume_sampled","proportion_sorted","mesh_size","description","year","month","season","Lon_deg_r","Lat_deg_r","site","year_site","year_season_site","cruise_site"
199610,"ROGER REVELLE","RR",31,"CB",1,"S","1996/10/21 09:25:00","1996-10-21T09:46:16Z",33.656666,-118.97667,86.7,40,5.29,"400.8",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-119,33.7,"86.7_40","1996:86.7_40","1996:Fall86.7_40","199610:86.7_40"
199610,"ROGER REVELLE","RR",32,"CB",1,"S","1996/10/21 12:52:00","1996-10-21T13:12:56Z",33.488335,-119.31834,86.7,45,4.7,"419.4",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-119.3,33.5,"86.7_45","1996:86.7_45","1996:Fall86.7_45","199610:86.7_45"
199610,"ROGER REVELLE","RR",47,"CB",1,"S","1996/10/27 13:57:00","1996-10-27T14:18:10Z",33.745,-120.41,83.3,55,3.9,"472.6",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-120.4,33.7,"83.3_55","1996:83.3_55","1996:Fall83.3_55","199610:83.3_55"
199610,"ROGER REVELLE","RR",48,"CB",1,"S","1996/10/28 06:15:00","1996-10-28T06:37:54Z",33.873333,-120.136665,83.3,51,4.47,"453.6",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-120.1,33.9,"83.3_51","1996:83.3_51","1996:Fall83.3_51","199610:83.3_51"
199610,"ROGER REVELLE","RR",50,"CB",1,"S","1996/10/28 14:12:00","1996-10-28T14:15:35Z",34.225,-119.41167,83.3,40.6,3.29,"77.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-119.4,34.2,"83.3_40.6","1996:83.3_40.6","1996:Fall83.3_40.6","199610:83.3_40.6"
199610,"ROGER REVELLE","RR",51,"CB",1,"S","1996/10/29 00:07:00","1996-10-29T00:28:09Z",34.275,-120.025,81.8,46.9,5.14,"405.8",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-120,34.3,"81.8_46.9","1996:81.8_46.9","1996:Fall81.8_46.9","199610:81.8_46.9"
199610,"ROGER REVELLE","RR",53,"CB",1,"S","1996/10/29 08:55:00","1996-10-29T09:15:44Z",34.316666,-120.80167,80,55,5.47,"393.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-120.8,34.3,"80_55","1996:80_55","1996:Fall80_55","199610:80_55"
199610,"ROGER REVELLE","RR",54,"CB",1,"S","1996/10/29 13:25:00","1996-10-29T13:46:49Z",34.155,-121.15,80,60,4.68,"424.8",0.486,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-121.2,34.2,"80_60","1996:80_60","1996:Fall80_60","199610:80_60"
199610,"ROGER REVELLE","RR",56,"CB",1,"S","1996/10/30 03:46:00","1996-10-30T04:08:06Z",33.483334,-122.53167,80,80,4.56,"453.4",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",10,"Fall",-122.5,33.5,"80_80","1996:80_80","1996:Fall80_80","199610:80_80"
199610,"ROGER REVELLE","RR",63,"CB",1,"S","1996/11/01 08:51:00","1996-11-01T09:11:55Z",34.721664,-121.54833000000001,76.7,60,5.5,"386.3",0.462,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",11,"Fall",-121.5,34.7,"76.7_60","1996:76.7_60","1996:Fall76.7_60","199610:76.7_60"
199610,"ROGER REVELLE","RR",64,"CB",1,"S","1996/11/01 12:47:00","1996-11-01T13:08:33Z",34.888332,-121.19833,76.7,55,5.24,"383.6",0.5,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",11,"Fall",-121.2,34.9,"76.7_55","1996:76.7_55","1996:Fall76.7_55","199610:76.7_55"
199610,"ROGER REVELLE","RR",66,"CB",1,"S","1996/11/01 21:43:00","1996-11-01T21:49:40Z",35.088333,-120.776665,76.7,49,4.86,"122.4",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1996",11,"Fall",-120.8,35.1,"76.7_49","1996:76.7_49","1996:Fall76.7_49","199610:76.7_49"
199803,"ROBERT G. SPROUL","SP",2,"CB",1,"S","1998/03/12 04:20:00","1998-03-12T04:26:13Z",33.483334,-117.77,90,28,3.59,"130.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",3,"Spring",-117.8,33.5,"90_28","1998:90_28","1998:Spring90_28","199803:90_28"
199803,"ROBERT G. SPROUL","SP",3,"CB",1,"S","1998/03/12 09:47:00","1998-03-12T10:08:14Z",33.25,-118.25,90,35,4.46,"459.5",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",3,"Spring",-118.2,33.2,"90_35","1998:90_35","1998:Spring90_35","199803:90_35"
199803,"ROBERT G. SPROUL","SP",4,"CB",1,"S","1998/03/12 13:11:00","1998-03-12T13:31:13Z",33.185,-118.386665,90,37,4.72,"422.8",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",3,"Spring",-118.4,33.2,"90_37","1998:90_37","1998:Spring90_37","199803:90_37"
199803,"ROBERT G. SPROUL","SP",5,"CB",1,"S","1998/03/12 18:36:00","1998-03-12T18:57:39Z",32.92,-118.935,90,45,4.72,"420.6",0.526,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",3,"Spring",-118.9,32.9,"90_45","1998:90_45","1998:Spring90_45","199803:90_45"
199803,"ROBERT G. SPROUL","SP",7,"CB",1,"S","1998/03/13 05:57:00","1998-03-13T06:18:49Z",32.42,-119.956665,90,60,4.79,"433.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",3,"Spring",-120,32.4,"90_60","1998:90_60","1998:Spring90_60","199803:90_60"
199804,"DAVID STARR JORDAN","JD",1,"CB",1,"P","1998/04/03 00:04:00","1998-04-03T00:12:56Z",32.956665,-117.305,93.3,26.7,4.46,"188.7",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.3,33,"93.3_26.7","1998:93.3_26.7","1998:Spring93.3_26.7","199804:93.3_26.7"
199804,"DAVID STARR JORDAN","JD",1,"CB",1,"S","1998/04/03 00:04:00","1998-04-03T00:12:56Z",32.956665,-117.305,93.3,26.7,4.46,"188.7",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.3,33,"93.3_26.7","1998:93.3_26.7","1998:Spring93.3_26.7","199804:93.3_26.7"
199804,"DAVID STARR JORDAN","JD",3,"CB",1,"P","1998/04/03 07:06:00","1998-04-03T07:27:21Z",32.846664,-117.53167,93.3,30,4.99,"425.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.5,32.8,"93.3_30","1998:93.3_30","1998:Spring93.3_30","199804:93.3_30"
199804,"DAVID STARR JORDAN","JD",3,"CB",1,"S","1998/04/03 07:06:00","1998-04-03T07:27:21Z",32.846664,-117.53167,93.3,30,4.99,"425.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.5,32.8,"93.3_30","1998:93.3_30","1998:Spring93.3_30","199804:93.3_30"
199804,"DAVID STARR JORDAN","JD",4,"CB",1,"P","1998/04/03 11:22:00","1998-04-03T11:43:33Z",32.68,-117.87334,93.3,35,4.92,"438.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.9,32.7,"93.3_35","1998:93.3_35","1998:Spring93.3_35","199804:93.3_35"
199804,"DAVID STARR JORDAN","JD",4,"CB",1,"S","1998/04/03 11:22:00","1998-04-03T11:43:33Z",32.68,-117.87334,93.3,35,4.92,"438.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.9,32.7,"93.3_35","1998:93.3_35","1998:Spring93.3_35","199804:93.3_35"
199804,"DAVID STARR JORDAN","JD",5,"CB",1,"P","1998/04/03 15:41:00","1998-04-03T16:01:58Z",32.513332,-118.21333,93.3,40,5.5,"390.5",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.2,32.5,"93.3_40","1998:93.3_40","1998:Spring93.3_40","199804:93.3_40"
199804,"DAVID STARR JORDAN","JD",5,"CB",1,"S","1998/04/03 15:41:00","1998-04-03T16:01:58Z",32.513332,-118.21333,93.3,40,5.5,"390.5",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.2,32.5,"93.3_40","1998:93.3_40","1998:Spring93.3_40","199804:93.3_40"
199804,"DAVID STARR JORDAN","JD",22,"CB",1,"P","1998/04/08 03:49:00","1998-04-08T04:10:27Z",32.41833,-119.96,90,60,4.53,"471.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120,32.4,"90_60","1998:90_60","1998:Spring90_60","199804:90_60"
199804,"DAVID STARR JORDAN","JD",22,"CB",1,"S","1998/04/08 03:49:00","1998-04-08T04:10:27Z",32.41833,-119.96,90,60,4.53,"471.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120,32.4,"90_60","1998:90_60","1998:Spring90_60","199804:90_60"
199804,"DAVID STARR JORDAN","JD",24,"CB",1,"P","1998/04/08 14:27:00","1998-04-08T14:48:34Z",32.91833,-118.935,90,45,5,"424.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.9,32.9,"90_45","1998:90_45","1998:Spring90_45","199804:90_45"
199804,"DAVID STARR JORDAN","JD",24,"CB",1,"S","1998/04/08 14:27:00","1998-04-08T14:48:34Z",32.91833,-118.935,90,45,5,"424.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.9,32.9,"90_45","1998:90_45","1998:Spring90_45","199804:90_45"
199804,"DAVID STARR JORDAN","JD",25,"CB",1,"P","1998/04/08 22:56:00","1998-04-08T23:17:28Z",33.185,-118.385,90,37,4.84,"425.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.4,33.2,"90_37","1998:90_37","1998:Spring90_37","199804:90_37"
199804,"DAVID STARR JORDAN","JD",25,"CB",1,"S","1998/04/08 22:56:00","1998-04-08T23:17:28Z",33.185,-118.385,90,37,4.84,"425.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.4,33.2,"90_37","1998:90_37","1998:Spring90_37","199804:90_37"
199804,"DAVID STARR JORDAN","JD",26,"CB",1,"P","1998/04/09 01:19:00","1998-04-09T01:40:32Z",33.251667,-118.25,90,35,5.02,"421.8",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.2,33.3,"90_35","1998:90_35","1998:Spring90_35","199804:90_35"
199804,"DAVID STARR JORDAN","JD",26,"CB",1,"S","1998/04/09 01:19:00","1998-04-09T01:40:32Z",33.251667,-118.25,90,35,5.02,"421.8",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.2,33.3,"90_35","1998:90_35","1998:Spring90_35","199804:90_35"
199804,"DAVID STARR JORDAN","JD",27,"CB",1,"P","1998/04/09 07:36:00","1998-04-09T07:40:36Z",33.485,-117.76833,90,28,3.76,"101.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.8,33.5,"90_28","1998:90_28","1998:Spring90_28","199804:90_28"
199804,"DAVID STARR JORDAN","JD",27,"CB",1,"S","1998/04/09 07:36:00","1998-04-09T07:40:36Z",33.485,-117.76833,90,28,3.76,"101.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-117.8,33.5,"90_28","1998:90_28","1998:Spring90_28","199804:90_28"
199804,"DAVID STARR JORDAN","JD",29,"CB",1,"P","1998/04/09 16:09:00","1998-04-09T16:12:40Z",33.89,-118.49,86.7,33,4.21,"78.1",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.5,33.9,"86.7_33","1998:86.7_33","1998:Spring86.7_33","199804:86.7_33"
199804,"DAVID STARR JORDAN","JD",29,"CB",1,"S","1998/04/09 16:09:00","1998-04-09T16:12:40Z",33.89,-118.49,86.7,33,4.21,"78.1",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-118.5,33.9,"86.7_33","1998:86.7_33","1998:Spring86.7_33","199804:86.7_33"
199804,"DAVID STARR JORDAN","JD",31,"CB",1,"P","1998/04/10 00:11:00","1998-04-10T00:32:25Z",33.655,-118.973335,86.7,40,5.1,"415.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-119,33.7,"86.7_40","1998:86.7_40","1998:Spring86.7_40","199804:86.7_40"
199804,"DAVID STARR JORDAN","JD",31,"CB",1,"S","1998/04/10 00:11:00","1998-04-10T00:32:25Z",33.655,-118.973335,86.7,40,5.1,"415.0",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-119,33.7,"86.7_40","1998:86.7_40","1998:Spring86.7_40","199804:86.7_40"
199804,"DAVID STARR JORDAN","JD",32,"CB",1,"P","1998/04/10 03:58:00","1998-04-10T04:19:30Z",33.49,-119.31834,86.7,45,4.6,"446.7",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-119.3,33.5,"86.7_45","1998:86.7_45","1998:Spring86.7_45","199804:86.7_45"
199804,"DAVID STARR JORDAN","JD",32,"CB",1,"S","1998/04/10 03:58:00","1998-04-10T04:19:30Z",33.49,-119.31834,86.7,45,4.6,"446.7",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-119.3,33.5,"86.7_45","1998:86.7_45","1998:Spring86.7_45","199804:86.7_45"
199804,"DAVID STARR JORDAN","JD",47,"CB",1,"P","1998/04/14 05:09:00","1998-04-14T05:30:22Z",33.745,-120.40833,83.3,55,5.21,"412.6",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.4,33.7,"83.3_55","1998:83.3_55","1998:Spring83.3_55","199804:83.3_55"
199804,"DAVID STARR JORDAN","JD",47,"CB",1,"S","1998/04/14 05:09:00","1998-04-14T05:30:22Z",33.745,-120.40833,83.3,55,5.21,"412.6",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.4,33.7,"83.3_55","1998:83.3_55","1998:Spring83.3_55","199804:83.3_55"
199804,"DAVID STARR JORDAN","JD",48,"CB",1,"P","1998/04/14 08:22:00","1998-04-14T08:30:16Z",33.878334,-120.13333,83.3,51,4.6,"164.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.1,33.9,"83.3_51","1998:83.3_51","1998:Spring83.3_51","199804:83.3_51"
199804,"DAVID STARR JORDAN","JD",48,"CB",1,"S","1998/04/14 08:22:00","1998-04-14T08:30:16Z",33.878334,-120.13333,83.3,51,4.6,"164.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.1,33.9,"83.3_51","1998:83.3_51","1998:Spring83.3_51","199804:83.3_51"
199804,"DAVID STARR JORDAN","JD",50,"CB",1,"P","1998/04/14 17:26:00","1998-04-14T17:29:23Z",34.225,-119.41167,83.3,40.6,3.74,"71.5",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-119.4,34.2,"83.3_40.6","1998:83.3_40.6","1998:Spring83.3_40.6","199804:83.3_40.6"
199804,"DAVID STARR JORDAN","JD",50,"CB",1,"S","1998/04/14 17:26:00","1998-04-14T17:29:23Z",34.225,-119.41167,83.3,40.6,3.74,"71.5",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-119.4,34.2,"83.3_40.6","1998:83.3_40.6","1998:Spring83.3_40.6","199804:83.3_40.6"
199804,"DAVID STARR JORDAN","JD",51,"CB",1,"P","1998/04/15 00:41:00","1998-04-15T01:02:23Z",34.275,-120.025,81.8,46.9,5.15,"415.4",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120,34.3,"81.8_46.9","1998:81.8_46.9","1998:Spring81.8_46.9","199804:81.8_46.9"
199804,"DAVID STARR JORDAN","JD",51,"CB",1,"S","1998/04/15 00:41:00","1998-04-15T01:02:23Z",34.275,-120.025,81.8,46.9,5.15,"415.4",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120,34.3,"81.8_46.9","1998:81.8_46.9","1998:Spring81.8_46.9","199804:81.8_46.9"
199804,"DAVID STARR JORDAN","JD",53,"CB",1,"P","1998/04/15 08:02:00","1998-04-15T08:23:31Z",34.316666,-120.80167,80,55,4.79,"430.6",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.8,34.3,"80_55","1998:80_55","1998:Spring80_55","199804:80_55"
199804,"DAVID STARR JORDAN","JD",53,"CB",1,"S","1998/04/15 08:02:00","1998-04-15T08:23:31Z",34.316666,-120.80167,80,55,4.79,"430.6",0.487,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.8,34.3,"80_55","1998:80_55","1998:Spring80_55","199804:80_55"
199804,"DAVID STARR JORDAN","JD",54,"CB",1,"P","1998/04/15 11:53:00","1998-04-15T12:14:30Z",34.15,-121.15,80,60,5.02,"423.3",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.2,34.1,"80_60","1998:80_60","1998:Spring80_60","199804:80_60"
199804,"DAVID STARR JORDAN","JD",54,"CB",1,"S","1998/04/15 11:53:00","1998-04-15T12:14:30Z",34.15,-121.15,80,60,5.02,"423.3",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.2,34.1,"80_60","1998:80_60","1998:Spring80_60","199804:80_60"
199804,"DAVID STARR JORDAN","JD",56,"CB",1,"S","1998/04/16 01:30:00","1998-04-16T01:51:27Z",33.483334,-122.53333,80,80,5.04,"421.4",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-122.5,33.5,"80_80","1998:80_80","1998:Spring80_80","199804:80_80"
199804,"DAVID STARR JORDAN","JD",63,"CB",1,"P","1998/04/17 21:20:00","1998-04-17T21:40:27Z",34.721664,-121.54833000000001,76.7,60,4.4,"451.3",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.5,34.7,"76.7_60","1998:76.7_60","1998:Spring76.7_60","199804:76.7_60"
199804,"DAVID STARR JORDAN","JD",63,"CB",1,"S","1998/04/17 21:20:00","1998-04-17T21:40:27Z",34.721664,-121.54833000000001,76.7,60,4.4,"451.3",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.5,34.7,"76.7_60","1998:76.7_60","1998:Spring76.7_60","199804:76.7_60"
199804,"DAVID STARR JORDAN","JD",64,"CB",1,"P","1998/04/18 02:31:00","1998-04-18T02:52:25Z",34.888332,-121.19666,76.7,55,4.68,"454.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.2,34.9,"76.7_55","1998:76.7_55","1998:Spring76.7_55","199804:76.7_55"
199804,"DAVID STARR JORDAN","JD",64,"CB",1,"S","1998/04/18 02:31:00","1998-04-18T02:52:25Z",34.888332,-121.19666,76.7,55,4.68,"454.9",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.2,34.9,"76.7_55","1998:76.7_55","1998:Spring76.7_55","199804:76.7_55"
199804,"DAVID STARR JORDAN","JD",66,"CB",1,"P","1998/04/18 10:01:00","1998-04-18T10:09:59Z",35.088333,-120.776665,76.7,49,3.99,"147.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.8,35.1,"76.7_49","1998:76.7_49","1998:Spring76.7_49","199804:76.7_49"
199804,"DAVID STARR JORDAN","JD",66,"CB",1,"S","1998/04/18 10:01:00","1998-04-18T10:09:59Z",35.088333,-120.776665,76.7,49,3.99,"147.2",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-120.8,35.1,"76.7_49","1998:76.7_49","1998:Spring76.7_49","199804:76.7_49"
199804,"DAVID STARR JORDAN","JD",68,"CB",1,"S","1998/04/18 20:46:00","1998-04-18T21:07:30Z",35.476665,-121.60833,73.3,55,4.8,"439.8",1,"0.505","CalCOFI Oblique Bongo Tow (0.4 m^2 mouth area, 0.71-m diameter)","1998",4,"Spring",-121.6,35.5,"73.3_55","1998:73.3_55","1998:Spring73.3_55","199804:73.3_55"
